RecipeID,StepNumber,StepDescription
107,22,' Heat a frying pan to a medium heat and cover the base with oil'
107,23,' Add the bread and cook for 2-3 minutes each side until crispy and golden'
107,24,' If the pan becomes too dry add a little more oil'
107,25,' For a richer flavour add a knob of butter after you turn the slice'
107,26,'For the fried eggs break the egg straight into the pan with the fried bread and leave for 30 seconds'
107,27,' Add a good knob of butter and lightly splash/baste the egg with the butter when melted'
107,28,' Cook to your preferred stage season and gently remove with a fish slice'
107,29,'Once all the ingredients are cooked serve on warm plates and enjoy straight away with a good squeeze of tomato ketchup or brown sauce'
108,1,'Melt the butter with the oil in a large heavy-based pan'
108,2,' Add the onions and fry with the lid on for 10 mins until soft'
108,3,' Sprinkle in the sugar and cook for 20 mins more stirring frequently until caramelised'
108,4,' The onions should be really golden full of flavour and soft when pinched between your fingers'
108,5,' Take care towards the end to ensure that they dont burn'
108,6,'Add the garlic for the final few mins of the onions cooking time then sprinkle in the flour and stir well'
108,7,' Increase the heat and keep stirring as you gradually add the wine followed by the hot stock'
108,8,' Cover and simmer for 15-20 mins'
108,9,'To serve turn on the grill and toast the bread'
108,10,' Ladle the soup into heatproof bowls'
108,11,' Put a slice or two of toast on top of the bowls of soup and pile on the cheese'
108,12,' Grill until melted'
108,13,' Alternatively you can complete the toasts under the grill then serve them on top'
109,1,'For the pastry sift the flour and salt into the bowl of a food processor add the butter and lard then whizz together briefly until the mixture looks like fine breadcrumbs'
109,2,' Tip the mixture into a bowl then stir in the cheese and enough of the water for the mixture to come together'
109,3,' Tip out onto a lightly floured surface and knead briefly until smooth'
109,4,' Roll out thinly and line a 23cm x 4cm loose-?bottomed fluted flan tin'
109,5,' Prick the base with a fork'
109,6,' Chill for 20 minutes'
109,7,'02'
109,8,'Melt the 75g butter in a saucepan over a low heat then add the leeks and the salt'
109,9,' Cover and cook for ?10 minutes until soft'
109,10,' Uncover the pan increase the heat and cook ?for 2 minutes stirring occasionally until the liquid has evaporated'
109,11,' Spoon onto a plate and leave to cool'
109,12,'03'
109,13,'Preheat the oven to 200C/fan180C/gas 6'
109,14,' Line the pastry case with baking paper and baking beans or rice and blind bake for 15-20 minutes until the edges are biscuit-coloured'
109,15,' Remove the paper and beans/rice and return the case to the oven for 7-10 minutes until the base is crisp and lightly golden'
109,16,' Remove and set aside'
109,17,' Reduce the oven temperature to 190C/fan170C/gas 5'
109,18,'04'
109,19,'Put the crme frache into a bowl with the whole egg egg yolks and nutmeg'
109,20,' Lightly beat together then season'
109,21,' Stir in the leeks'
109,22,' Spoon ?the mixture into the tart case and bake for 35-40 minutes until set ?and lightly golden'
109,23,' Remove from ?the oven and leave for 10 minutes'
109,24,' Take out of the tin and serve'
110,1,'Get everything ready'
110,2,' Warm a 20cm (measured across the top) non-stick frying pan on a medium heat'
110,3,' Crack the eggs into a bowl and beat them with a fork so they break up and mix but not as completely as you would for scrambled egg'
110,4,' With the heat on medium-hot drop one knob of butter into the pan'
110,5,' It should bubble and sizzle but not brown'
110,6,' Season the eggs with the Parmesan and a little salt and pepper and pour into the pan'
110,7,'Let the eggs bubble slightly for a couple of seconds then take a wooden fork or spatula and gently draw the mixture in from the sides of the pan a few times so it gathers in folds in the centre'
110,8,' Leave for a few seconds then stir again to lightly combine uncooked egg with cooked'
110,9,' Leave briefly again and when partly cooked stir a bit faster stopping while theres some barely cooked egg left'
110,10,' With the pan flat on the heat shake it back and forth a few times to settle the mixture'
110,11,' It should slide easily in the pan and look soft and moist on top'
110,12,' A quick burst of heat will brown the underside'
110,13,'Grip the handle underneath'
110,14,' Tilt the pan down away from you and let the omelette fall to the edge'
110,15,' Fold the side nearest to you over by a third with your fork and keep it rolling over so the omelette tips onto a plate  or fold it in half if thats easier'
110,16,' For a neat finish cover the omelette with a piece of kitchen paper and plump it up a bit with your fingers'
110,17,' Rub the other knob of butter over to glaze'
110,18,' Serve immediately'
111,1,'Twist the heads from the prawns then peel away the legs and shells but leave the tails intact'
111,2,' Devein each prawn'
111,3,' Fry the shells in 1 tbsp oil for 5 mins until dark pink and golden in patches'
111,4,' Add the wine boil down by two thirds then pour in the stock'
111,5,' Strain into a jug discarding the shells'
111,6,'Heat the rest of the oil in a deep frying pan or casserole'
111,7,' Add the fennel onion and garlic season then cover and gently cook for 10 mins until softened'
111,8,' Meanwhile peel the potato and cut into 2cm-ish chunks'
111,9,' Put into a pan of cold water bring to the boil and cook for 5 mins until almost tender'
111,10,' Drain in a colander'
111,11,'Peel a strip of zest from the orange'
111,12,' Put the zest star anise bay and  tsp harissa into the pan'
111,13,' Fry gently uncovered for 5-10 mins until the vegetables are soft sweet and golden'
111,14,'Stir in the tomato pure cook for 2 mins then add the tomatoes and stock'
111,15,' Simmer for 10 mins until the sauce thickens slightly'
111,16,' Season to taste'
111,17,' The sauce can be made ahead then reheated later in the day'
111,18,' Meantime scrub the mussels or clams and pull away any stringy beards'
111,19,' Any that are open should be tapped sharply on the worktop  if they dont close after a few seconds discard them'
111,20,'Reheat the sauce if necessary then stir the potato chunks of fish and prawns very gently into the stew'
111,21,' Bring back to the boil then cover and gently simmer for 3 mins'
111,22,' Scatter the mussels or clams over the stew then cover and cook for 2 mins more or until the shells have opened wide'
111,23,' Discard any that remain closed'
111,24,' The chunks of fish should flake easily and the prawns should be pink through'
111,25,' Scatter with the thyme leaves'
111,26,'To make the quick rouille stir the rest of the harissa through the mayonnaise'
111,27,' Serve the stew in bowls topped with spoonfuls of rouille which will melt into the sauce and enrich it'
111,28,' Have some good bread ready as youll definitely want to mop up the juices'
112,1,'Heat oven to 180C/160C fan/gas 4'
112,2,' Put potatoes fennel and garlic in a medium non-stick pan'
112,3,' Pour in milk and double cream season well and simmer gently covered for 10 mins stirring halfway through until potatoes are just tender'
112,4,'Divide the mixture between 2 small (about 150ml) buttered ramekins and scatter with Parmesan'
112,5,' Bake for 40 mins until the potatoes are golden and tender when pierced with a knife'
112,6,' Snip the reserved fennel fronds over before serving'
113,1,'Preheat oven to 400F (200C) and prepare two cookie sheets with parchment paper'
113,2,' In a bowl mix cream cheese sugar and vanilla until fully combined'
113,3,' Lightly flour the surface and roll out puff pastry on top to flatten'
113,4,' Cut each sheet of puff pastry into 9 equal squares'
113,5,' On the top right and bottom left of the pastry cut an L shape approximately  inch (1 cm) from the edge'
113,6,'NOTE: This L shape should reach all the way down and across the square however both L shapes should not meet at the ends'
113,7,' Your pastry should look like a picture frame with two corners still intact'
113,8,'Take the upper right corner and fold down towards the inner bottom corner'
113,9,' You will now have a diamond shape'
113,10,'Place 1 to 2 teaspoons of the cream cheese filling in the middle then place berries on top'
113,11,'Repeat with the remaining pastry squares and place them onto the parchment covered baking sheet'
113,12,'Bake for 15-20 minutes or until pastry is golden brown and puffed'
114,1,'1Preheat oven to 425 degrees'
114,2,' Wash and dry all produce'
114,3,' Trim peel and cut carrots on a diagonal into -inch-thick pieces'
114,4,' Dice potatoes into -inch pieces'
114,5,' Halve peel and thinly slice onion'
114,6,'2Toss carrots on a baking sheet with a drizzle of oil salt and pepper'
114,7,' Roast until browned and tender 15-20 minutes'
114,8,'3Meanwhile place potatoes in a medium pot with enough salted water to cover by 2 inches'
114,9,' Bring to a boil and cook until tender 12-15 minutes'
114,10,' Drain and return potatoes to pot; cover to keep warm'
114,11,'4While potatoes cook heat a drizzle of oil in a large pan over medium-high heat'
114,12,' Add onion and cook stirring occasionally until lightly browned and softened 8-10 minutes'
114,13,' Sprinkle with 1 tsp sugar (2 tsp for 4 servings)'
114,14,' Stir in stock concentrate and 2 TBSP water ( cup for 4); season with salt and pepper'
114,15,' Cook until jammy 2-3 minutes more'
114,16,' Turn off heat; transfer to a small bowl'
114,17,' Wash out pan'
114,18,'5Pat chicken dry with paper towels; season all over with salt and pepper'
114,19,' Heat a drizzle of oil in pan used for onion over medium-high heat'
114,20,' Add chicken and cook until browned and cooked through 5-6 minutes per side'
114,21,' In the last 1-2 minutes of cooking top with caramelized onion and cheese'
114,22,' Cover pan until cheese melts'
114,23,' (If your pan doesnt have a lid cover with a baking sheet!)6Heat pot with drained potatoes over low heat; mash with sour cream 2 TBSP butter (4 TBSP for 4 servings) salt pepper and a splash of water (or milk for extra richness) until smooth'
114,24,' Divide chicken roasted carrots and mashed potatoes between plates'
115,1,'As the cooking time varies depending on the quality and age of the beans it is good to cook them in advance and to reheat them when you are ready to serve'
